상품코드,상품명,중분류코드,분류경로,소분류코드,소분류명,유통기한(일),판매가,원가(추정)
8801094000431,코카)암바사제로500P,044,음료 > 탄산음료 > 일반탄산음료,125,일반탄산음료,176,2200,1087.0
8801094062675,코카)코카제로레몬P500ml,044,음료 > 탄산음료 > 일반탄산음료,125,일반탄산음료,180,2400,719.0
8801094063283,코카)코카제로레몬캔350ml,044,음료 > 탄산음료 > 일반탄산음료,125,일반탄산음료,356,2100,576.0
8801094012403,코카)코카콜라P1.5L,044,음료 > 탄산음료 > 일반탄산음료,125,일반탄산음료,237,4000,2700.0
8801094017606,코카)코카콜라P500ml,044,음료 > 탄산음료 > 일반탄산음료,125,일반탄산음료,237,2400,1440.0
8801094013615,코카)코카콜라레드캔490ml,044,음료 > 탄산음료 > 일반탄산음료,125,일반탄산음료,475,2300,1079.0
8801094082406,코카)코카콜라제로P1.5L,044,음료 > 탄산음료 > 일반탄산음료,125,일반탄산음료,178,4000,1326.0
8801094082604,코카)코카콜라제로P500ml,044,음료 > 탄산음료 > 일반탄산음료,125,일반탄산음료,178,2400,719.0
8801094023218,코카)코카콜라제로제로350,044,음료 > 탄산음료 > 일반탄산음료,125,일반탄산음료,351,2100,761.0
8801094000554,코카)코카콜라제로제로500,044,음료 > 탄산음료 > 일반탄산음료,125,일반탄산음료,237,2400,719.0
8801094083007,코카)코카콜라제로캔250ml,044,음료 > 탄산음료 > 일반탄산음료,125,일반탄산음료,237,1700,932.0
8801094083205,코카)코카콜라제로캔350ml,044,음료 > 탄산음료 > 일반탄산음료,125,일반탄산음료,237,2100,761.0
8801094083625,코카)코카콜라제로캔490ml,044,음료 > 탄산음료 > 일반탄산음료,125,일반탄산음료,237,2300,1079.0
8801094013004,코카)코카콜라캔250ml,044,음료 > 탄산음료 > 일반탄산음료,125,일반탄산음료,474,1700,932.0
8801094017200,코카)코카콜라캔350ml,044,음료 > 탄산음료 > 일반탄산음료,125,일반탄산음료,474,2100,1154.0
8801094000394,코카)환타멜론P600ml,044,음료 > 탄산음료 > 일반탄산음료,125,일반탄산음료,139,2200,904.0
8801094112400,코카)환타오렌지P1.5L,044,음료 > 탄산음료 > 일반탄산음료,125,일반탄산음료,220,3500,2373.0
8801094112707,코카)환타오렌지P600ml,044,음료 > 탄산음료 > 일반탄산음료,125,일반탄산음료,220,2200,904.0
8801094347208,코카)환타오렌지제로캔350,044,음료 > 탄산음료 > 일반탄산음료,125,일반탄산음료,130,1700,933.0
8801094113001,코카)환타오렌지캔250ml,044,음료 > 탄산음료 > 일반탄산음료,125,일반탄산음료,474,1600,876.0
8801094132705,코카)환타파인P600ml,044,음료 > 탄산음료 > 일반탄산음료,125,일반탄산음료,237,2200,2200.0
8801094133009,코카)환타파인애플캔250ml,044,음료 > 탄산음료 > 일반탄산음료,125,일반탄산음료,474,1600,876.0
8801094263218,코카)환타파인제로캔350ml,044,음료 > 탄산음료 > 일반탄산음료,125,일반탄산음료,170,1700,933.0
8800261385203,클룹)알파CD사이다350ml,044,음료 > 탄산음료 > 일반탄산음료,125,일반탄산음료,150,2700,1404.0
8800261386378,클룹)애사비매실제로,044,음료 > 탄산음료 > 일반탄산음료,125,일반탄산음료,237,2800,727.0
8800261385081,클룹)애사비화이트발사믹,044,음료 > 탄산음료 > 일반탄산음료,125,일반탄산음료,222,2800,727.0
8809495077793,클룹)제로소다레몬캔500ml,044,음료 > 탄산음료 > 일반탄산음료,125,일반탄산음료,475,2500,2500.0
8809495075478,클룹)제로소다포도캔500ml,044,음료 > 탄산음료 > 일반탄산음료,125,일반탄산음료,475,2500,1375.0
8809644083545,팔도)뽀로로멜론톡P335ml,044,음료 > 탄산음료 > 일반탄산음료,125,일반탄산음료,180,1700,1700.0
8809644083538,팔도)뽀로로밀크톡P335ml,044,음료 > 탄산음료 > 일반탄산음료,125,일반탄산음료,237,1700,1700.0
8801001236076,하이트)진로토닉워터300ml,044,음료 > 탄산음료 > 일반탄산음료,125,일반탄산음료,237,1900,745.0
8801001236199,하이트)진로토닉워터600ml,044,음료 > 탄산음료 > 일반탄산음료,125,일반탄산음료,210,2900,1137.0
8801001236243,하이트)토닉워터제로300ml,044,음료 > 탄산음료 > 일반탄산음료,125,일반탄산음료,237,1900,745.0
8801001237974,하이트)토닉토마토300ml,044,음료 > 탄산음료 > 일반탄산음료,125,일반탄산음료,180,1900,1900.0
8806004000587,현대)미에로스파클링제로P,044,음료 > 탄산음료 > 일반탄산음료,125,일반탄산음료,210,2200,1078.0
8806004000945,현대)미에로화이스파클500,044,음료 > 탄산음료 > 일반탄산음료,125,일반탄산음료,237,2700,715.0
8809422044447,HK)티로그복숭아홍차P500,043,음료 > 차음료 > 차음료,124,차음료,237,2500,616.0
8809422044430,HK)티로그청귤녹차P500,043,음료 > 차음료 > 차음료,124,차음료,237,2500,616.0
8806002023182,광동)썬키스트모과생강280,043,음료 > 차음료 > 차음료,124,차음료,237,2000,726.0
8806002023168,광동)썬키스트허니유자280,043,음료 > 차음료 > 차음료,124,차음료,150,2000,726.0
8806002006437,광동)옥수수수염P500ml,043,음료 > 차음료 > 차음료,124,차음료,200,2200,785.0
8806002005805,광동)옥수수수염차P1.5L,043,음료 > 차음료 > 차음료,124,차음료,190,3300,1189.0
8806002009391,광동)진한헛개차P1.5L,043,음료 > 차음료 > 차음료,124,차음료,207,3300,1143.0
8806002009957,광동)진한헛개차P500ml,043,음료 > 차음료 > 차음료,124,차음료,237,2500,791.0
8801069174020,남양)17차P500ml,043,음료 > 차음료 > 차음료,124,차음료,190,2200,729.0
4901085596333,농심)루이보스티P600ml,043,음료 > 차음료 > 차음료,124,차음료,25,3400,1496.0
4901085003800,농심)오이오차녹차P500,043,음료 > 차음료 > 차음료,124,차음료,137,2200,1188.0
8801097481015,동아)데자와밀크티캔240ml,043,음료 > 차음료 > 차음료,124,차음료,237,1600,516.0
8801047284499,동원)레몬제로아이스티500,043,음료 > 차음료 > 차음료,124,차음료,175,2500,637.0
8801047284482,동원)복숭아제로아이스500,043,음료 > 차음료 > 차음료,124,차음료,175,2500,637.0
8801047284581,동원)복숭아제로아이스900,043,음료 > 차음료 > 차음료,124,차음료,184,4000,1059.0
8801047284550,동원)사과제로아이스티500,043,음료 > 차음료 > 차음료,124,차음료,176,2500,637.0
8801047284598,동원)샤인제로아이스티500,043,음료 > 차음료 > 차음료,124,차음료,176,2500,637.0
8801047289685,동원)양반오미자차500ml,043,음료 > 차음료 > 차음료,124,차음료,175,2200,550.0
8801047495499,동원)윤곽나인P500ml,043,음료 > 차음료 > 차음료,124,차음료,176,2200,740.0
8801047496083,동원)한라봉제로아이스500,043,음료 > 차음료 > 차음료,124,차음료,176,2500,637.0
8801056250850,롯데)깨수깡귤헛개P500ml,043,음료 > 차음료 > 차음료,124,차음료,117,2500,871.0
8801056227517,롯데)더하다보리차P500ml,043,음료 > 차음료 > 차음료,124,차음료,110,2000,1023.0
8801056227371,롯데)더하다옥수수P500ml,043,음료 > 차음료 > 차음료,124,차음료,120,2000,1023.0
8801056044534,롯데)립톤복숭아제로P500,043,음료 > 차음료 > 차음료,124,차음료,150,1700,547.0
8801056228927,롯데)솔의눈P500ml,043,음료 > 차음료 > 차음료,124,차음료,127,2000,1023.0
8801056250065,롯데)솔의눈제로P500ml,043,음료 > 차음료 > 차음료,124,차음료,105,2000,2000.0
8801056831011,롯데)솔의눈캔240ml,043,음료 > 차음료 > 차음료,124,차음료,474,1300,737.0
8801056231927,롯데)실론티제로P500ml,043,음료 > 차음료 > 차음료,124,차음료,110,2000,1023.0
8809799270678,링티)굿나잇티P240ml,043,음료 > 차음료 > 차음료,124,차음료,351,2900,798.0
4711115020024,마담홍)흑당버블티캔315,043,음료 > 차음료 > 차음료,124,차음료,200,2500,2500.0
8803420905595,삼경)가나디레몬녹차P500,043,음료 > 차음료 > 차음료,124,차음료,110,2500,1400.0
8801037097986,스벅)시그니처밀크티P325,043,음료 > 차음료 > 차음료,124,차음료,176,2600,1551.0
8801104949941,신이어)유기농보리차P600,043,음료 > 차음료 > 차음료,124,차음료,165,2500,649.0
8801382145769,웅진)결명자차P500ml,043,음료 > 차음료 > 차음료,124,차음료,210,2200,529.0
8801382152798,웅진)생차녹차P500ml,043,음료 > 차음료 > 차음료,124,차음료,237,2500,649.0
8801382152811,웅진)생차호지차P500ml,043,음료 > 차음료 > 차음료,124,차음료,237,2500,649.0
8801382124528,웅진)아침햇살P500ml,043,음료 > 차음료 > 차음료,124,차음료,175,2350,822.0
8801382135036,웅진)오곡누룽지P500ml,043,음료 > 차음료 > 차음료,124,차음료,237,2200,545.0
8801382148449,웅진)옥수수수염차500ml,043,음료 > 차음료 > 차음료,124,차음료,237,2200,571.0
8801382151449,웅진)유기농하늘보리P500,043,음료 > 차음료 > 차음료,124,차음료,237,2500,649.0
8801382151777,웅진)카무트현미차P500ml,043,음료 > 차음료 > 차음료,124,차음료,237,2500,649.0
8801382149743,웅진)티즐제로자몽티P500,043,음료 > 차음료 > 차음료,124,차음료,237,2500,652.0
8801382148500,웅진)티즐제로피치P500,043,음료 > 차음료 > 차음료,124,차음료,230,2500,652.0
8801382131038,웅진)하늘보리1.5L,043,음료 > 차음료 > 차음료,124,차음료,195,3200,1760.0
8801382124849,웅진)하늘보리P500ml,043,음료 > 차음료 > 차음료,124,차음료,200,2200,726.0
8801223013202,일화)호박팥차P500ml,043,음료 > 차음료 > 차음료,124,차음료,210,2300,594.0
8808024034276,쟈뎅)루이보스피치망고500,043,음료 > 차음료 > 차음료,124,차음료,140,2500,677.0
8808024030803,쟈뎅)제주청보리차P500ml,043,음료 > 차음료 > 차음료,124,차음료,237,2200,550.0
8808024050603,쟈뎅)프루토프루타레몬500,043,음료 > 차음료 > 차음료,124,차음료,237,2500,658.0
8808024050597,쟈뎅)프루토프루타피치500,043,음료 > 차음료 > 차음료,124,차음료,237,2500,658.0
8808024034269,쟈뎅)히비스애플오렌지500,043,음료 > 차음료 > 차음료,124,차음료,140,2500,677.0
8801105913231,코카)미닛모과생강280ml,043,음료 > 차음료 > 차음료,124,차음료,160,2000,2000.0
8801105910391,코카)미닛허니유자280ml,043,음료 > 차음료 > 차음료,124,차음료,238,2000,1162.0
8801382143123,코코몽)하늘보리P200ml,043,음료 > 차음료 > 차음료,124,차음료,200,1600,548.0
8801128945745,팔도)비락식혜P500ml,043,음료 > 차음료 > 차음료,124,차음료,237,2200,1284.0
8809695254864,팔도)비락식혜제로캔238,043,음료 > 차음료 > 차음료,124,차음료,237,1300,1300.0
8801128900201,팔도)비락식혜캔238ml,043,음료 > 차음료 > 차음료,124,차음료,237,1300,618.0
8809695255236,팔도)이천비락식혜335ml,043,음료 > 차음료 > 차음료,124,차음료,200,1900,968.0
8801001238391,하이트)보리누룽지P520,043,음료 > 차음료 > 차음료,124,차음료,237,2200,562.0
8801001238438,하이트)보리다크로스트500,043,음료 > 차음료 > 차음료,124,차음료,237,2500,2500.0
8801001238049,하이트)블랙보리P520ml,043,음료 > 차음료 > 차음료,124,차음료,200,2200,755.0
8801001238179,하이트)블랙보리라이트520,043,음료 > 차음료 > 차음료,124,차음료,216,2200,562.0
8801001238483,하이트)티도씨자몽P500ml,043,음료 > 차음료 > 차음료,124,차음료,237,2500,2500.0
8801001238490,하이트)티도씨체리P500ml,043,음료 > 차음료 > 차음료,124,차음료,237,2500,2500.0
8801037013702,동서)스타벅스돌체캔275ml,042,음료 > 커피음료 > 캔/병커피,122,캔/병커피,145,3300,1983.0
8801056097899,레쓰비)그란데라떼P500ml,042,음료 > 커피음료 > 캔/병커피,122,캔/병커피,110,2200,1150.0
8801056174149,레쓰비)그란데헤이즐넛500,042,음료 > 커피음료 > 캔/병커피,122,캔/병커피,114,2200,1150.0
8801056050269,레쓰비)라떼캔240ml,042,음료 > 커피음료 > 캔/병커피,122,캔/병커피,237,1400,638.0
8801056251963,레쓰비)밀크커피캔240ml,042,음료 > 커피음료 > 캔/병커피,122,캔/병커피,176,1400,697.0
8801056018979,레쓰비)캔200ml,042,음료 > 커피음료 > 캔/병커피,122,캔/병커피,237,1200,478.0
8801037093766,마스터)라떼P500ml,042,음료 > 커피음료 > 캔/병커피,122,캔/병커피,127,2900,1507.0
8801037093742,마스터)블랙P500ml,042,음료 > 커피음료 > 캔/병커피,122,캔/병커피,142,2900,1507.0
8801121031858,매일)바리스타라떼P475ml,042,음료 > 커피음료 > 캔/병커피,122,캔/병커피,237,2700,980.0
8801121031834,매일)바리스타아메P475ml,042,음료 > 커피음료 > 캔/병커피,122,캔/병커피,237,2700,980.0
8801104944915,빙그레)아카페라벤티아메,042,음료 > 커피음료 > 캔/병커피,122,캔/병커피,195,3200,1097.0
8801104944939,빙그레)아카페라벤티헤이,042,음료 > 커피음료 > 캔/병커피,122,캔/병커피,195,3200,1097.0
8801104669658,빙그레)올데이아메리카노,042,음료 > 커피음료 > 캔/병커피,122,캔/병커피,156,4200,1439.0
8801104669672,빙그레)올데이헤이즐넛1L,042,음료 > 커피음료 > 캔/병커피,122,캔/병커피,156,4200,1439.0
8801104950022,빙그레)정지영디카페P500,042,음료 > 커피음료 > 캔/병커피,122,캔/병커피,195,2800,770.0
8801104950008,빙그레)정지영아메P500,042,음료 > 커피음료 > 캔/병커피,122,캔/병커피,195,2800,770.0
8801037003536,스벅)더블샷바닐라275ml,042,음료 > 커피음료 > 캔/병커피,122,캔/병커피,176,3300,1983.0
8801037008173,스벅)더블샷바닐라캔200ml,042,음료 > 커피음료 > 캔/병커피,122,캔/병커피,175,1800,1109.0
8801037035476,스벅)더블샷캔200ml,042,음료 > 커피음료 > 캔/병커피,122,캔/병커피,175,1800,1109.0
8801037055726,스벅)더블샷캔275ml,042,음료 > 커피음료 > 캔/병커피,122,캔/병커피,130,3300,1983.0
8801037096392,스벅)셀렉트바닐라라떼300,042,음료 > 커피음료 > 캔/병커피,122,캔/병커피,176,2900,1782.0
8801037097122,스벅)셀렉트카라멜300ml,042,음료 > 커피음료 > 캔/병커피,122,캔/병커피,176,2900,1782.0
8801037096378,스벅)셀렉트카페라떼300ml,042,음료 > 커피음료 > 캔/병커피,122,캔/병커피,176,2900,2900.0
8801037020519,스벅)시그니처초콜릿200ml,042,음료 > 커피음료 > 캔/병커피,122,캔/병커피,176,1900,1144.0
8801037020687,스벅)카페베로나블랙275ml,042,음료 > 커피음료 > 캔/병커피,122,캔/병커피,234,2800,1686.0
8801037077698,스벅)프라푸치노돌체병281,042,음료 > 커피음료 > 캔/병커피,122,캔/병커피,150,3100,1903.0
8801037086195,스벅)프라푸치노모카병281,042,음료 > 커피음료 > 캔/병커피,122,캔/병커피,150,3100,1903.0
8801037086188,스벅)프라푸치노커피병281,042,음료 > 커피음료 > 캔/병커피,122,캔/병커피,150,3100,1903.0
8801037039795,스벅)프라푸치바닐라병281,042,음료 > 커피음료 > 캔/병커피,122,캔/병커피,176,3100,1903.0
8803420905113,이사프)디카페바닐라라떼,042,음료 > 커피음료 > 캔/병커피,122,캔/병커피,150,2700,2700.0
8808024031909,쟈뎅)로얄헤이즐넛P900ml,042,음료 > 커피음료 > 캔/병커피,122,캔/병커피,210,4200,1488.0
8808024031916,쟈뎅)시그니처블랙P900ml,042,음료 > 커피음료 > 캔/병커피,122,캔/병커피,210,4200,1488.0
8801094523206,조지아)맥스캔240ml,042,음료 > 커피음료 > 캔/병커피,122,캔/병커피,237,1400,682.0
8801094503000,조지아)오리지널캔240ml,042,음료 > 커피음료 > 캔/병커피,122,캔/병커피,237,1400,671.0
8801094513009,조지아)카페라떼캔240ml,042,음료 > 커피음료 > 캔/병커피,122,캔/병커피,237,1400,682.0
8803420904499,짱구)짱달달커피900ml,042,음료 > 커피음료 > 캔/병커피,122,캔/병커피,140,3000,3000.0
8801056244170,칸타타)딥블랙캔200ml,042,음료 > 커피음료 > 캔/병커피,122,캔/병커피,234,1500,1500.0
8801056048129,칸타타)라떼캔200ml,042,음료 > 커피음료 > 캔/병커피,122,캔/병커피,200,1500,814.0
8801056018948,칸타타)라떼캔275ml,042,음료 > 커피음료 > 캔/병커피,122,캔/병커피,237,2500,903.0
8801056048150,칸타타)아메캔200ml,042,음료 > 커피음료 > 캔/병커피,122,캔/병커피,190,1500,814.0
8801056018900,칸타타)아메캔275ml,042,음료 > 커피음료 > 캔/병커피,122,캔/병커피,237,2500,903.0
8801056051921,칸타타)카라멜캔275ml,042,음료 > 커피음료 > 캔/병커피,122,캔/병커피,237,2500,903.0
8801056032159,칸타타)콜드브루캔275ml,042,음료 > 커피음료 > 캔/병커피,122,캔/병커피,200,2500,903.0
8801094512668,코카)조지아라떼P470ml,042,음료 > 커피음료 > 캔/병커피,122,캔/병커피,140,2800,918.0
8801094512613,코카)조지아로우라떼P470,042,음료 > 커피음료 > 캔/병커피,122,캔/병커피,120,2800,918.0
8801094502669,코카)조지아블랙P470ml,042,음료 > 커피음료 > 캔/병커피,122,캔/병커피,180,2800,918.0
8801094542603,코카)조지아스윗블랙470ml,042,음료 > 커피음료 > 캔/병커피,122,캔/병커피,210,2800,918.0
8801056096052,콘트라)라떼P500ml,042,음료 > 커피음료 > 캔/병커피,122,캔/병커피,150,2700,1402.0
8801056094591,콘트라)블랙P500ml,042,음료 > 커피음료 > 캔/병커피,122,캔/병커피,140,2700,925.0
8801037042863,티오피)더블랙캔200ml,042,음료 > 커피음료 > 캔/병커피,122,캔/병커피,237,1500,718.0
8801037087741,티오피)더블랙캔275ml,042,음료 > 커피음료 > 캔/병커피,122,캔/병커피,237,2700,1298.0
8801037057867,티오피)더블랙캔380ml,042,음료 > 커피음료 > 캔/병커피,122,캔/병커피,237,3300,1049.0
8801037006193,티오피)돌체라떼캔275,042,음료 > 커피음료 > 캔/병커피,122,캔/병커피,234,2700,1404.0
8801037040029,티오피)마스터라떼캔200ml,042,음료 > 커피음료 > 캔/병커피,122,캔/병커피,237,1500,718.0
8801037087543,티오피)마스터라떼캔275ml,042,음료 > 커피음료 > 캔/병커피,122,캔/병커피,237,2700,1298.0
8801037064346,티오피)마스터라떼캔380ml,042,음료 > 커피음료 > 캔/병커피,122,캔/병커피,237,3300,1049.0
8801037021981,티오피)배럴에이지드마일,042,음료 > 커피음료 > 캔/병커피,122,캔/병커피,210,3300,1640.0
8801037022056,티오피)배럴에이지드볼드,042,음료 > 커피음료 > 캔/병커피,122,캔/병커피,234,3300,1640.0
8801037009026,티오피)스모키라떼캔200ml,042,음료 > 커피음료 > 캔/병커피,122,캔/병커피,234,1500,738.0
8801037001716,티오피)스모키라떼캔275ml,042,음료 > 커피음료 > 캔/병커피,122,캔/병커피,234,2700,1404.0
8801037001730,티오피)스모키블랙캔275ml,042,음료 > 커피음료 > 캔/병커피,122,캔/병커피,234,2700,1404.0
8801037039993,티오피)스위트아메캔200ml,042,음료 > 커피음료 > 캔/병커피,122,캔/병커피,237,1500,718.0
8801037087550,티오피)스윗아메캔275ml,042,음료 > 커피음료 > 캔/병커피,122,캔/병커피,237,2700,1298.0
8801037057843,티오피)스윗아메캔380ml,042,음료 > 커피음료 > 캔/병커피,122,캔/병커피,237,3300,1049.0
8809286695113,할리스)블랙아리아아메550,042,음료 > 커피음료 > 캔/병커피,122,캔/병커피,237,3200,1117.0
8809286695106,할리스)시그니처아메P550,042,음료 > 커피음료 > 캔/병커피,122,캔/병커피,237,3200,1117.0
8808024033415,24del)제로스위트500,045,음료 > 아이스드링크 > 커피원액,126,커피원액,244,1900,1900.0
8809253649453,24del)헤이즐넛향340ml,045,음료 > 아이스드링크 > 커피원액,126,커피원액,270,1200,1200.0
8808024050443,25del)디카페인아메340ml,045,음료 > 아이스드링크 > 커피원액,126,커피원액,183,1400,1400.0
8808024050382,25del)바닐라라떼340ml,045,음료 > 아이스드링크 > 커피원액,126,커피원액,183,2000,2000.0
8800244141536,25del)블랙아메리카노500,045,음료 > 아이스드링크 > 커피원액,126,커피원액,274,0,0.0
8800244141550,25del)스위트아메리340,045,음료 > 아이스드링크 > 커피원액,126,커피원액,274,1200,1200.0
8800244141574,25del)제로스위트아메500,045,음료 > 아이스드링크 > 커피원액,126,커피원액,274,0,0.0
8800297740038,25del)제로헤이즐넛향500,045,음료 > 아이스드링크 > 커피원액,126,커피원액,270,1800,1800.0
8808024050429,25del)콜드브루아메340ml,045,음료 > 아이스드링크 > 커피원액,126,커피원액,183,1400,1400.0
8800297740014,25del)헤이즐넛향340ml,045,음료 > 아이스드링크 > 커피원액,126,커피원액,270,1200,1200.0
8800244140447,BP)아메리카노블랙1L,045,음료 > 아이스드링크 > 커피원액,126,커피원액,356,3600,3600.0
8801056248536,롯데)레쓰비마일드230ml,045,음료 > 아이스드링크 > 커피원액,126,커피원액,82,1400,794.0
8801056230111,롯데)칸타타블랙아메320ml,045,음료 > 아이스드링크 > 커피원액,126,커피원액,237,1700,966.0
8801056083564,롯데)칸타타블랙아메리230,045,음료 > 아이스드링크 > 커피원액,126,커피원액,238,1400,794.0
8801056083557,롯데)칸타타스윗아메리230,045,음료 > 아이스드링크 > 커피원액,126,커피원액,237,1400,794.0
8801056241780,롯데)칸타타스윗아몬230,045,음료 > 아이스드링크 > 커피원액,126,커피원액,234,1400,1400.0
8801056083588,롯데)칸타타카라멜마끼230,045,음료 > 아이스드링크 > 커피원액,126,커피원액,174,1400,714.0
8801056083571,롯데)칸타타헤이즐넛230ml,045,음료 > 아이스드링크 > 커피원액,126,커피원액,238,1400,794.0
8801056233433,롯데)칸타타헤이즐넛320ml,045,음료 > 아이스드링크 > 커피원액,126,커피원액,220,1700,966.0
8808024026981,쟈뎅)시그니아메블랙320ml,045,음료 > 아이스드링크 > 커피원액,126,커피원액,237,1600,880.0
8808024025786,쟈뎅)시그니처스위트320ml,045,음료 > 아이스드링크 > 커피원액,126,커피원액,237,1600,880.0
8808024025809,쟈뎅)시그니헤이즐넛320ml,045,음료 > 아이스드링크 > 커피원액,126,커피원액,237,1600,880.0
8802774003339,태웅)990아메리카노블랙,045,음료 > 아이스드링크 > 커피원액,126,커피원액,356,990,990.0
8802774003377,태웅)990아메리카노스위트,045,음료 > 아이스드링크 > 커피원액,126,커피원액,356,990,990.0
8801104240284,빙그레)요플레딸기180g,046,음료 > 요구르트 > 호상요구르트,128,호상요구르트,8,2200,1296.0
8801104242226,빙그레)요플레복숭아180g,046,음료 > 요구르트 > 호상요구르트,128,호상요구르트,8,2200,1296.0
8801115215851,서울)마이픽딸기초코링,046,음료 > 요구르트 > 호상요구르트,128,호상요구르트,10,2200,900.0
8801115224143,서울)마이픽플레인쿠키링,046,음료 > 요구르트 > 호상요구르트,128,호상요구르트,10,2200,900.0
8801115213543,서울)비요뜨링크,046,음료 > 요구르트 > 호상요구르트,128,호상요구르트,8,2300,2300.0
8801115224709,서울)비요뜨베리콩포트,046,음료 > 요구르트 > 호상요구르트,128,호상요구르트,7,2300,940.0
8801115212713,서울)비요뜨초코링,046,음료 > 요구르트 > 호상요구르트,128,호상요구르트,8,2300,940.0
8801115213604,서울)비요뜨쿠키앤크림,046,음료 > 요구르트 > 호상요구르트,128,호상요구르트,8,2300,940.0
8809274516277,풀무원)그릭딸기베리150g,046,음료 > 요구르트 > 호상요구르트,128,호상요구르트,9,3900,1073.0
8809274516215,풀무원)그릭플레인150g,046,음료 > 요구르트 > 호상요구르트,128,호상요구르트,9,3900,1073.0
8809274516420,풀무원)액티비아딸기150g,046,음료 > 요구르트 > 호상요구르트,128,호상요구르트,9,3200,880.0
8809274516376,풀무원)요거톡레몬머랭,046,음료 > 요구르트 > 호상요구르트,128,호상요구르트,9,2200,2200.0
8809274513948,풀무원)요거톡스타볼,046,음료 > 요구르트 > 호상요구르트,128,호상요구르트,9,2200,605.0
8809274513887,풀무원)요거톡초코그래놀,046,음료 > 요구르트 > 호상요구르트,128,호상요구르트,9,2200,605.0
8801069420745,PBICK)우유득템1.8L,047,음료 > 우유 > 흰우유,131,흰우유,7,4900,3900.0
8801069173603,남양)맛있는우유900ml,047,음료 > 우유 > 흰우유,131,흰우유,8,3200,2252.0
8801069403724,남양)소화잘되는우유900ml,047,음료 > 우유 > 흰우유,131,흰우유,7,3300,2243.0
8801155721954,동원)소화잘되는우유900ml,047,음료 > 우유 > 흰우유,131,흰우유,6,3280,2526.0
8801121768129,매일)소화잘되는우유190ml,047,음료 > 우유 > 흰우유,131,흰우유,46,1200,680.0
8801115110026,서울)A2플러스우유710ml,047,음료 > 우유 > 흰우유,131,흰우유,10,3900,3064.0
8801115115113,서울)멸균우유200ml,047,음료 > 우유 > 흰우유,131,흰우유,36,1200,507.0
8801115115809,서울)저지방멸균우유200ml,047,음료 > 우유 > 흰우유,131,흰우유,35,1200,507.0
8801115114390,서울)후레쉬우유900ml,047,음료 > 우유 > 흰우유,131,흰우유,6,3000,1944.0
8801115114154,서울)흰우유1L,047,음료 > 우유 > 흰우유,131,흰우유,6,3200,2405.0
8801115114031,서울)흰우유200ml,047,음료 > 우유 > 흰우유,131,흰우유,6,1200,692.0
8801115114727,서울)흰우유300ml,047,음료 > 우유 > 흰우유,131,흰우유,6,1800,1106.0
8801115114130,서울)흰우유500ml,047,음료 > 우유 > 흰우유,131,흰우유,6,2200,1430.0
4036300110671,올덴)멸균우유1L,047,음료 > 우유 > 흰우유,131,흰우유,237,2200,1635.0
4036300069467,올덴)멸균우유저지방1L,047,음료 > 우유 > 흰우유,131,흰우유,237,2200,1635.0
